,user,Tweet,Time
360,funlaughangel,2022-06-14 00:10:32+00:00,"Russia's Oil Revenue Soars Despite Sanctions, Study Finds https://t.co/JCvl56SaTP #Russia #Putin #Potus #Usa #Ukraine #Zelensky"
361,TwBr61196012,2022-06-14 00:10:21+00:00,"RT @DavidKevinDw3: Would you partner with #Putin if this were in #Ukraine
??
I don't think you didn't hear about #500K+ killing of civilian…"
362,NYCryptoKing,2022-06-14 00:10:01+00:00,"Pay Attention: Nicaragua gives permission for Russian troops to enter country #News #Nicaragua #RussiaUkraineWar #Taiwan
#china #sheep #stopbidennow #ukraine #Putin

https://t.co/G0UML6VDA3"
363,Michael90937613,2022-06-14 00:09:31+00:00,"Admit #Ukraine to the #EU NOW !    I stand 100% with the brave fighters &amp; people of #Ukraine  🇺🇦  #Standwithukraine

#Putin has compared himself to #PetertheGreat &amp; wants to reassemble the greatness of #Russia 

#Ukraine is just first country on his list 

#PUTINISAWARCRIMINAl https://t.co/K5m79lPkTk"
364,Michael90937613,2022-06-14 00:08:52+00:00,"Admit #Ukraine to the #EU NOW !    I stand 100% with the brave fighters &amp; people of #Ukraine  🇺🇦  #Standwithukraine

#Putin has compared himself to #PetertheGreat &amp; wants to reassemble the greatness of #Russia 

#Ukraine is just first country on his list 

#PUTINISAWARCRIMINAl https://t.co/KcxRV5zpQo"
365,dbluest1,2022-06-14 00:06:50+00:00,"In addition to #CorporateGreed, #inflation &amp; thus the #recession are being driven by #Russia #Putin war &amp; his push to create world #FoodShortage crisis to stop support for #Ukraine.

https://t.co/YDlsuE6Fai https://t.co/BsZ4L5nytD"
366,ASQUAL26,2022-06-14 00:06:11+00:00,"RT @DavidKevinDw3: Would you partner with #Putin if this were in #Ukraine
??
I don't think you didn't hear about #500K+ killing of civilian…"
367,KRohanaa,2022-06-14 00:03:44+00:00,"RT @DavidKevinDw3: Would you partner with #Putin if this were in #Ukraine
??
I don't think you didn't hear about #500K+ killing of civilian…"
368,ChandraParikh,2022-06-14 00:02:53+00:00,"RT @reachind_USACAN: .@SenRichardBlack telling us truth of #RussiaUkraineConflict 

1. #Ukraine used as proxy by🇺🇸
2. #Putin has framed as…"
369,art_bennet,2022-06-13 23:59:26+00:00,"I think everybody should've taken in this #Ukraine #NATO question &amp; #Putin answer at some time - then investigated as much as necessary.
Then, when condemning #Russia, they could never plead ignorance - only malice.
https://t.co/114ShWWOsa
(Also, the comments worth reading, too.)"
370,LemarocN,2022-06-13 23:59:26+00:00,"@MarkHertling Thank you for sharing.
How long would it take to transform and modernize the Ukrainian army?

#NoMoreWeapon #MakePeace #NoToKraken #StopWar #Ukraine #FreeUkraine #OtanCriminal #Otan #OtanCriminal #BFMTV #cnews #Lci #AFP #morandini #Russia #zelensky #Putin #Sievierodonetsk"
371,IndyBeginsAt220,2022-06-13 23:58:47+00:00,"RT @RitaCosby: Don’t Miss! I’ll be hosting today ⁦@newsmax⁩ TV 9-11amET #SaturdayReport! Talking lots of key topics: #January6thHearing, So…"
372,Avi33Hoffman,2022-06-13 23:56:32+00:00,"@mrsorokaa #Putin will never end the war with #Ukraine alone. He must be forced by a SIGNIFICANT #EU/#NATO/#World #HumanitarianPeaceForce that gives him an exit deadline. 
Otherwise the killing will continue. #HowManyHaveToDie #NeverAgainIsNOW #SaveTheChildren #SaveUkraine"
373,_Thirunarayan1,2022-06-13 23:54:40+00:00,"Hallie Jackson NOW - June 13 | NBC News NOW 
https://t.co/GT4lj6cjrp 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
374,_Thirunarayan1,2022-06-13 23:54:40+00:00,"White Supremacist Group Arrested In Idaho Now Out On Bail 
https://t.co/YSlCDk6DW9 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
375,JohnWusah,2022-06-13 23:52:48+00:00,"Hey @POTUS stop blaming #Putin he’s not jacking up rent or chicken, not everything from groceries to restaurants is the result of this #Ukraine war. Here, if you’re clueless, here is a breakdown #American people think is responsible. See which is leading the polls? 
#DoBetter https://t.co/breym8dETu"
376,Avi33Hoffman,2022-06-13 23:51:12+00:00,"@McFaul #Putin will never end the war with #Ukraine alone. He must be forced by a SIGNIFICANT #EU/#NATO/#World #HumanitarianPeaceForce that gives him an exit deadline. 
Otherwise the killing will continue. #HowManyHaveToDie #NeverAgainIsNOW #SaveTheChildren #SaveUkraine"
377,_Thirunarayan1,2022-06-13 23:50:51+00:00,"Post Malone welcomes a baby girl https://t.co/WMl3Y47Ke7
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
378,_Thirunarayan1,2022-06-13 23:50:51+00:00,"Google engineer claims an unreleased AI is conscious https://t.co/2Wz5JJ2JQp
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
379,_Thirunarayan1,2022-06-13 23:50:51+00:00,"Committee highlights Trump money trail after election loss https://t.co/P5xJzTNq5u
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
380,ForeverRJYoung,2022-06-13 23:47:21+00:00,RT @xAlphaWarriorx: To all the dumbass liberals still believing fake ass wannabes doing daily #ukraine reports. Proof from your corrupt gov…
381,H24Net,2022-06-13 23:43:04+00:00,"RT @H24Net: The Ukrainian military on Monday said its forces have been pushed back from the centre of the eastern city of #Severodonetsk ,…"
382,H24Net,2022-06-13 23:42:47+00:00,"The Ukrainian military on Monday said its forces have been pushed back from the centre of the eastern city of #Severodonetsk , which has become the epicenter of the wider battle for control over the country’s eastern Donbas region. #Ukraine #Putin #Donetsk https://t.co/atNcy7BEIp"
383,IDCOBot,2022-06-13 23:37:54+00:00,RT @AndiPur83: #Ukraine #Foodcrisis #Russia #Wheat #Kyiv #WEF #KlausSchwab #WHO #Monkeypox #Biden #Democrats #NATO #Putin #Resist #HIV #BTC…
384,WilliamJamesLe1,2022-06-13 23:37:40+00:00,RT @Voic6Indigenous: @Jim_Jordan Okay so he knew ahead of time that #Putin would illegally enter the #Ukraine and commit “war crimes.” Than…
385,JeromeChallamel,2022-06-13 23:36:11+00:00,Imperial myths and genocidal realities: 100 days of #Putin’s #UkraineWar https://t.co/ejgneOPbmt via @AtlanticCouncil #ArmUkraineNow #StandWithUkraine #Ukraine #Україна #UkraineKrieg #UkraineUnderAttack #SlavaUkraini #СлаваУкраїні
386,yuliapopova,2022-06-13 23:36:03+00:00,"@RWApodcast The famous phrase of the Emperor of #Russia Nicholas I: ""Where the #Russian flag is raised, it should not fall."" #Ukraine #Putin #Zelensky"
387,WCDaily1,2022-06-13 23:36:00+00:00,"⚡️The 93rd Mechanized Brigade 🇺🇦 has downed a Russian Ka-52 helicopter near Izium, Kharkiv region.

#Ukraine #Russia #Russian #Ukrainian #UkraineRussiaWar #RussiaUkraineWar #RussiaUkraineCrisis #UkraineUnderAttack #Izium #Kharkiv #Ka52 #Military #War #Donbas #Putin #Poland #EU https://t.co/skZqOqtLjr"
388,JeromeChallamel,2022-06-13 23:30:55+00:00,Memo to #HenryKissinger: Appeasing #Putin means enabling genocide https://t.co/c6qxhcHjKu via @AtlanticCouncil #ArmUkraineNow #StandWithUkraine #Ukraine #Україна #UkraineKrieg #UkraineUnderAttack #UkraineWar #SlavaUkraini #СлаваУкраїні
389,T5CdnEng,2022-06-13 23:25:59+00:00,"@renierduplessis @ChuckPfarrer @OlenaHalushka So you defend war-crimes?  Standard #Putin the Weak ""whataboutism"".  Deflect and misdirect all you want, but #Russia invaded #Ukraine and there is no choice but to defeat and eject them."
